Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_008728515.1		Primary Assembly	Un			VSMJ01008926.1	Chromosome		NW_022169764.1	unplaced-scaffold	1030		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008927.1	Chromosome		NW_022169765.1	unplaced-scaffold	1030		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008928.1	Chromosome		NW_022169766.1	unplaced-scaffold	1030		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008929.1	Chromosome		NW_022169767.1	unplaced-scaffold	1030		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008930.1	Chromosome		NW_022169768.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008931.1	Chromosome		NW_022169769.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008932.1	Chromosome		NW_022169770.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008933.1	Chromosome		NW_022169772.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008934.1	Chromosome		NW_022169773.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008935.1	Chromosome		NW_022169774.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008936.1	Chromosome		NW_022169775.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008937.1	Chromosome		NW_022169776.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008938.1	Chromosome		NW_022169777.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008939.1	Chromosome		NW_022169778.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008940.1	Chromosome		NW_022169779.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008941.1	Chromosome		NW_022169780.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008942.1	Chromosome		NW_022169781.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008943.1	Chromosome		NW_022169783.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008944.1	Chromosome		NW_022169784.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008945.1	Chromosome		NW_022169785.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008946.1	Chromosome		NW_022169786.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008947.1	Chromosome		NW_022169787.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008948.1	Chromosome		NW_022169788.1	unplaced-scaffold	1029		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008949.1	Chromosome		NW_022169789.1	unplaced-scaffold	1028		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008950.1	Chromosome		NW_022169790.1	unplaced-scaffold	1028		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008951.1	Chromosome		NW_022169792.1	unplaced-scaffold	1028		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008952.1	Chromosome		NW_022169793.1	unplaced-scaffold	1028		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008953.1	Chromosome		NW_022169794.1	unplaced-scaffold	1028		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008954.1	Chromosome		NW_022169795.1	unplaced-scaffold	1028		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008955.1	Chromosome		NW_022169796.1	unplaced-scaffold	1027		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008956.1	Chromosome		NW_022169797.1	unplaced-scaffold	1027		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008957.1	Chromosome		NW_022169798.1	unplaced-scaffold	1027		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008958.1	Chromosome		NW_022169799.1	unplaced-scaffold	1027		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008959.1	Chromosome		NW_022169801.1	unplaced-scaffold	1027		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008960.1	Chromosome		NW_022169802.1	unplaced-scaffold	1027		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008961.1	Chromosome		NW_022169803.1	unplaced-scaffold	1027		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008962.1	Chromosome		NW_022169804.1	unplaced-scaffold	1027		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008963.1	Chromosome		NW_022169805.1	unplaced-scaffold	1027		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008964.1	Chromosome		NW_022169806.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008965.1	Chromosome		NW_022169807.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008966.1	Chromosome		NW_022169808.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008967.1	Chromosome		NW_022169809.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008968.1	Chromosome		NW_022169810.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008969.1	Chromosome		NW_022169812.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008970.1	Chromosome		NW_022169813.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008971.1	Chromosome		NW_022169814.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008972.1	Chromosome		NW_022169815.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008973.1	Chromosome		NW_022169816.1	unplaced-scaffold	1026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008974.1	Chromosome		NW_022169817.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008975.1	Chromosome		NW_022169818.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008976.1	Chromosome		NW_022169819.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008977.1	Chromosome		NW_022169820.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008978.1	Chromosome		NW_022169821.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008979.1	Chromosome		NW_022169823.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008980.1	Chromosome		NW_022169824.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008981.1	Chromosome		NW_022169825.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008982.1	Chromosome		NW_022169826.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008983.1	Chromosome		NW_022169827.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008984.1	Chromosome		NW_022169828.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008985.1	Chromosome		NW_022169829.1	unplaced-scaffold	1025		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008986.1	Chromosome		NW_022169830.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008987.1	Chromosome		NW_022169831.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008988.1	Chromosome		NW_022169833.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008989.1	Chromosome		NW_022169834.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008990.1	Chromosome		NW_022169835.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008991.1	Chromosome		NW_022169836.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008992.1	Chromosome		NW_022169837.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008993.1	Chromosome		NW_022169838.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008994.1	Chromosome		NW_022169839.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008995.1	Chromosome		NW_022169840.1	unplaced-scaffold	1024		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008996.1	Chromosome		NW_022169842.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008997.1	Chromosome		NW_022169843.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008998.1	Chromosome		NW_022169844.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01008999.1	Chromosome		NW_022169845.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009000.1	Chromosome		NW_022169846.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009001.1	Chromosome		NW_022169847.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009002.1	Chromosome		NW_022169848.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009003.1	Chromosome		NW_022169849.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009004.1	Chromosome		NW_022169850.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009005.1	Chromosome		NW_022169853.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009006.1	Chromosome		NW_022169854.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009007.1	Chromosome		NW_022169855.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009008.1	Chromosome		NW_022169856.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009009.1	Chromosome		NW_022169857.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009010.1	Chromosome		NW_022169858.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009011.1	Chromosome		NW_022169859.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009012.1	Chromosome		NW_022169860.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009013.1	Chromosome		NW_022169861.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009014.1	Chromosome		NW_022169862.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009015.1	Chromosome		NW_022169864.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009016.1	Chromosome		NW_022169865.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009017.1	Chromosome		NW_022169866.1	unplaced-scaffold	1023		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009018.1	Chromosome		NW_022169867.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009019.1	Chromosome		NW_022169868.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009020.1	Chromosome		NW_022169869.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009021.1	Chromosome		NW_022169870.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009022.1	Chromosome		NW_022169871.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009023.1	Chromosome		NW_022169872.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009024.1	Chromosome		NW_022169873.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009025.1	Chromosome		NW_022169875.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009026.1	Chromosome		NW_022169876.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009027.1	Chromosome		NW_022169877.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009028.1	Chromosome		NW_022169878.1	unplaced-scaffold	1022		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009029.1	Chromosome		NW_022169879.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009030.1	Chromosome		NW_022169880.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009031.1	Chromosome		NW_022169881.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009032.1	Chromosome		NW_022169882.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009033.1	Chromosome		NW_022169883.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009034.1	Chromosome		NW_022169885.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009035.1	Chromosome		NW_022169886.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009036.1	Chromosome		NW_022169887.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009037.1	Chromosome		NW_022169888.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009038.1	Chromosome		NW_022169889.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009039.1	Chromosome		NW_022169890.1	unplaced-scaffold	1021		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009040.1	Chromosome		NW_022169891.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009041.1	Chromosome		NW_022169892.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009042.1	Chromosome		NW_022169893.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009043.1	Chromosome		NW_022169894.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009044.1	Chromosome		NW_022169896.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009045.1	Chromosome		NW_022169897.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009046.1	Chromosome		NW_022169898.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009047.1	Chromosome		NW_022169899.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009048.1	Chromosome		NW_022169900.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009049.1	Chromosome		NW_022169901.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009050.1	Chromosome		NW_022169902.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009051.1	Chromosome		NW_022169903.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009052.1	Chromosome		NW_022169904.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009053.1	Chromosome		NW_022169905.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009054.1	Chromosome		NW_022169907.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009055.1	Chromosome		NW_022169908.1	unplaced-scaffold	1020		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009056.1	Chromosome		NW_022169909.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009057.1	Chromosome		NW_022169910.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009058.1	Chromosome		NW_022169911.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009059.1	Chromosome		NW_022169912.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009060.1	Chromosome		NW_022169914.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009061.1	Chromosome		NW_022169915.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009062.1	Chromosome		NW_022169916.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009063.1	Chromosome		NW_022169917.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009064.1	Chromosome		NW_022169918.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009065.1	Chromosome		NW_022169919.1	unplaced-scaffold	1019		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009066.1	Chromosome		NW_022169920.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009067.1	Chromosome		NW_022169921.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009068.1	Chromosome		NW_022169922.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009069.1	Chromosome		NW_022169924.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009070.1	Chromosome		NW_022169925.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009071.1	Chromosome		NW_022169926.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009072.1	Chromosome		NW_022169927.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009073.1	Chromosome		NW_022169928.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009074.1	Chromosome		NW_022169929.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009075.1	Chromosome		NW_022169930.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009076.1	Chromosome		NW_022169931.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009077.1	Chromosome		NW_022169933.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009078.1	Chromosome		NW_022169934.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009079.1	Chromosome		NW_022169935.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009080.1	Chromosome		NW_022169936.1	unplaced-scaffold	1018		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009081.1	Chromosome		NW_022169937.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009082.1	Chromosome		NW_022169938.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009083.1	Chromosome		NW_022169939.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009084.1	Chromosome		NW_022169940.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009085.1	Chromosome		NW_022169941.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009086.1	Chromosome		NW_022169942.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009087.1	Chromosome		NW_022169944.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009088.1	Chromosome		NW_022169945.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009089.1	Chromosome		NW_022169946.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009090.1	Chromosome		NW_022169947.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009091.1	Chromosome		NW_022169948.1	unplaced-scaffold	1017		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009092.1	Chromosome		NW_022169949.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009093.1	Chromosome		NW_022169950.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009094.1	Chromosome		NW_022169951.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009095.1	Chromosome		NW_022169954.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009096.1	Chromosome		NW_022169955.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009097.1	Chromosome		NW_022169956.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009098.1	Chromosome		NW_022169957.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009099.1	Chromosome		NW_022169958.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009100.1	Chromosome		NW_022169959.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009101.1	Chromosome		NW_022169960.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009102.1	Chromosome		NW_022169961.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009103.1	Chromosome		NW_022169962.1	unplaced-scaffold	1016		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009104.1	Chromosome		NW_022169964.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009105.1	Chromosome		NW_022169965.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009106.1	Chromosome		NW_022169966.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009107.1	Chromosome		NW_022169967.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009108.1	Chromosome		NW_022169968.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009109.1	Chromosome		NW_022169969.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009110.1	Chromosome		NW_022169970.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009111.1	Chromosome		NW_022169971.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009112.1	Chromosome		NW_022169972.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009113.1	Chromosome		NW_022169974.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009114.1	Chromosome		NW_022169975.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009115.1	Chromosome		NW_022169976.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009116.1	Chromosome		NW_022169977.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009117.1	Chromosome		NW_022169978.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009118.1	Chromosome		NW_022169979.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009119.1	Chromosome		NW_022169980.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009120.1	Chromosome		NW_022169981.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009121.1	Chromosome		NW_022169982.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009122.1	Chromosome		NW_022169983.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009123.1	Chromosome		NW_022169985.1	unplaced-scaffold	1015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009124.1	Chromosome		NW_022169986.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009125.1	Chromosome		NW_022169987.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009126.1	Chromosome		NW_022169988.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009127.1	Chromosome		NW_022169989.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009128.1	Chromosome		NW_022169990.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009129.1	Chromosome		NW_022169991.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009130.1	Chromosome		NW_022169992.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009131.1	Chromosome		NW_022169993.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009132.1	Chromosome		NW_022169994.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009133.1	Chromosome		NW_022169996.1	unplaced-scaffold	1014		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009134.1	Chromosome		NW_022169997.1	unplaced-scaffold	1013		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009135.1	Chromosome		NW_022169998.1	unplaced-scaffold	1013		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009136.1	Chromosome		NW_022169999.1	unplaced-scaffold	1013		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009137.1	Chromosome		NW_022170000.1	unplaced-scaffold	1013		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009138.1	Chromosome		NW_022170001.1	unplaced-scaffold	1013		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009139.1	Chromosome		NW_022170002.1	unplaced-scaffold	1013		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009140.1	Chromosome		NW_022170003.1	unplaced-scaffold	1013		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009141.1	Chromosome		NW_022170004.1	unplaced-scaffold	1013		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009142.1	Chromosome		NW_022170005.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009143.1	Chromosome		NW_022170007.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009144.1	Chromosome		NW_022170008.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009145.1	Chromosome		NW_022170009.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009146.1	Chromosome		NW_022170010.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009147.1	Chromosome		NW_022170011.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009148.1	Chromosome		NW_022170012.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009149.1	Chromosome		NW_022170013.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009150.1	Chromosome		NW_022170014.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009151.1	Chromosome		NW_022170015.1	unplaced-scaffold	1012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01009152.1	Chromosome		NW_022170016.1	unplaced-scaffold	1012		
