Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR15613788,WGS,300,4421767800,PRJNA755322,SAMN20815229,MIGS.eu,1909271224,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910949,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_365,Not applicable,AMB_365,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:22:00Z,1,AMB_365,SRP332951,Not applicable
SRR15613789,WGS,300,4250764500,PRJNA755322,SAMN20814936,MIGS.eu,1819425309,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910948,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_364,Not applicable,AMB_364,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_364,SRP332951,Not applicable
SRR15613790,WGS,300,2938907100,PRJNA755322,SAMN20815261,MIGS.eu,1261057225,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910947,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_363,Not applicable,AMB_363,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:17:00Z,1,AMB_363,SRP332951,Not applicable
SRR15613791,WGS,300,4335510000,PRJNA755322,SAMN20815284,MIGS.eu,1867390241,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910946,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_362,Not applicable,AMB_362,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:20:00Z,1,AMB_362,SRP332951,Not applicable
SRR15613792,WGS,300,3504706500,PRJNA755322,SAMN20815123,MIGS.eu,1457394315,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910945,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_269,Not applicable,AMB_269,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_269,SRP332951,Not applicable
SRR15613793,WGS,300,3246822900,PRJNA755322,SAMN20815171,MIGS.eu,1398696789,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910944,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_361,Not applicable,AMB_361,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_361,SRP332951,Not applicable
SRR15613794,WGS,300,4809316800,PRJNA755322,SAMN20815292,MIGS.eu,2077899958,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910943,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_360,Not applicable,AMB_360,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:23:00Z,1,AMB_360,SRP332951,Not applicable
SRR15613795,WGS,300,3461595000,PRJNA755322,SAMN20815210,MIGS.eu,1499270467,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910942,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_359,Not applicable,AMB_359,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_359,SRP332951,Not applicable
SRR15613796,WGS,300,3813454500,PRJNA755322,SAMN20815028,MIGS.eu,1631262295,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910941,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_358,Not applicable,AMB_358,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_358,SRP332951,Not applicable
SRR15613797,WGS,300,3221452200,PRJNA755322,SAMN20814915,MIGS.eu,1381614864,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910940,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_357,Not applicable,AMB_357,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:16:00Z,1,AMB_357,SRP332951,Not applicable
SRR15613798,WGS,300,3466897200,PRJNA755322,SAMN20815046,MIGS.eu,1478502696,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910939,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_356,Not applicable,AMB_356,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:21:00Z,1,AMB_356,SRP332951,Not applicable
SRR15613799,WGS,300,4201844700,PRJNA755322,SAMN20815188,MIGS.eu,1795841448,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910938,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_355,Not applicable,AMB_355,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:20:00Z,1,AMB_355,SRP332951,Not applicable
SRR15613800,WGS,300,4830283500,PRJNA755322,SAMN20815192,MIGS.eu,2070817213,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910937,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_354,Not applicable,AMB_354,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:22:00Z,1,AMB_354,SRP332951,Not applicable
SRR15613801,WGS,300,3517108200,PRJNA755322,SAMN20814947,MIGS.eu,1520832368,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910936,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_353,Not applicable,AMB_353,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_353,SRP332951,Not applicable
SRR15613802,WGS,300,4372293000,PRJNA755322,SAMN20815092,MIGS.eu,1884081378,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910935,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_352,Not applicable,AMB_352,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:20:00Z,1,AMB_352,SRP332951,Not applicable
SRR15613803,WGS,300,4647913200,PRJNA755322,SAMN20815091,MIGS.eu,1968001935,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910934,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_252,Not applicable,AMB_252,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:21:00Z,1,AMB_252,SRP332951,Not applicable
SRR15613804,WGS,300,5674088100,PRJNA755322,SAMN20815140,MIGS.eu,2487209019,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910933,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_351,Not applicable,AMB_351,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:22:00Z,1,AMB_351,SRP332951,Not applicable
SRR15613805,WGS,300,4243336200,PRJNA755322,SAMN20815039,MIGS.eu,1830660907,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910932,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_350,Not applicable,AMB_350,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:21:00Z,1,AMB_350,SRP332951,Not applicable
SRR15613806,WGS,300,4975038000,PRJNA755322,SAMN20815228,MIGS.eu,2115007087,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910931,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_349,Not applicable,AMB_349,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:30:00Z,1,AMB_349,SRP332951,Not applicable
SRR15613807,WGS,300,4532107200,PRJNA755322,SAMN20814942,MIGS.eu,1945042418,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910930,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_348,Not applicable,AMB_348,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_348,SRP332951,Not applicable
SRR15613808,WGS,300,3582999300,PRJNA755322,SAMN20815178,MIGS.eu,1542503586,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910929,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_347,Not applicable,AMB_347,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_347,SRP332951,Not applicable
SRR15613809,WGS,300,3723985500,PRJNA755322,SAMN20815308,MIGS.eu,1598770042,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910928,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_346,Not applicable,AMB_346,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_346,SRP332951,Not applicable
SRR15613810,WGS,300,2530277100,PRJNA755322,SAMN20815182,MIGS.eu,1082991685,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910927,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_345,Not applicable,AMB_345,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:16:00Z,1,AMB_345,SRP332951,Not applicable
SRR15613811,WGS,300,3189809100,PRJNA755322,SAMN20814963,MIGS.eu,1375377034,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910926,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_344,Not applicable,AMB_344,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:16:00Z,1,AMB_344,SRP332951,Not applicable
SRR15613812,WGS,300,3389147700,PRJNA755322,SAMN20815272,MIGS.eu,1429453618,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910925,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_343,Not applicable,AMB_343,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_343,SRP332951,Not applicable
SRR15613813,WGS,300,3777980700,PRJNA755322,SAMN20815052,MIGS.eu,1599087656,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910924,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_342,Not applicable,AMB_342,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_342,SRP332951,Not applicable
SRR15613814,WGS,300,4079492400,PRJNA755322,SAMN20814967,MIGS.eu,1706783724,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910923,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_145,Not applicable,AMB_145,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:21:00Z,1,AMB_145,SRP332951,Not applicable
SRR15613815,WGS,300,3448977000,PRJNA755322,SAMN20815280,MIGS.eu,1465965120,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910922,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_341,Not applicable,AMB_341,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_341,SRP332951,Not applicable
SRR15613816,WGS,300,3690897300,PRJNA755322,SAMN20815249,MIGS.eu,1579140599,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910921,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_340,Not applicable,AMB_340,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:37:00Z,1,AMB_340,SRP332951,Not applicable
SRR15613817,WGS,300,3397530300,PRJNA755322,SAMN20815285,MIGS.eu,1446559682,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910920,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_339,Not applicable,AMB_339,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_339,SRP332951,Not applicable
SRR15613818,WGS,300,3331241100,PRJNA755322,SAMN20815042,MIGS.eu,1405366236,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910919,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_338,Not applicable,AMB_338,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:16:00Z,1,AMB_338,SRP332951,Not applicable
SRR15613819,WGS,300,3177137400,PRJNA755322,SAMN20815230,MIGS.eu,1338847892,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910918,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_337,Not applicable,AMB_337,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_337,SRP332951,Not applicable
SRR15613820,WGS,300,3484295100,PRJNA755322,SAMN20815008,MIGS.eu,1475345171,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910917,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_336,Not applicable,AMB_336,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_336,SRP332951,Not applicable
SRR15613821,WGS,300,3629663700,PRJNA755322,SAMN20815173,MIGS.eu,1525053690,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910916,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_335,Not applicable,AMB_335,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_335,SRP332951,Not applicable
SRR15613822,WGS,300,3625656900,PRJNA755322,SAMN20815166,MIGS.eu,1538984971,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910915,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_334,Not applicable,AMB_334,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_334,SRP332951,Not applicable
SRR15613823,WGS,300,3505517700,PRJNA755322,SAMN20815005,MIGS.eu,1471305095,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910914,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_333,Not applicable,AMB_333,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_333,SRP332951,Not applicable
SRR15613824,WGS,300,2600501700,PRJNA755322,SAMN20815196,MIGS.eu,1113885338,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910913,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_332,Not applicable,AMB_332,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:17:00Z,1,AMB_332,SRP332951,Not applicable
SRR15613825,WGS,300,3415811700,PRJNA755322,SAMN20815202,MIGS.eu,1442836884,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910912,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_140,Not applicable,AMB_140,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_140,SRP332951,Not applicable
SRR15613826,WGS,300,3886156500,PRJNA755322,SAMN20815295,MIGS.eu,1699155420,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910911,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_331,Not applicable,AMB_331,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_331,SRP332951,Not applicable
SRR15613827,WGS,300,3970544400,PRJNA755322,SAMN20815082,MIGS.eu,1687220891,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910910,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_330,Not applicable,AMB_330,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:20:00Z,1,AMB_330,SRP332951,Not applicable
SRR15613828,WGS,300,3205492800,PRJNA755322,SAMN20814937,MIGS.eu,1343372400,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910909,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_329,Not applicable,AMB_329,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:18:00Z,1,AMB_329,SRP332951,Not applicable
SRR15613829,WGS,300,4031275800,PRJNA755322,SAMN20815301,MIGS.eu,1700678533,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910908,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_328,Not applicable,AMB_328,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:37:00Z,1,AMB_328,SRP332951,Not applicable
SRR15613830,WGS,300,3808266300,PRJNA755322,SAMN20815061,MIGS.eu,1617234122,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910907,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_327,Not applicable,AMB_327,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_327,SRP332951,Not applicable
SRR15613831,WGS,300,57647240700,PRJNA755322,SAMN20814906,MIGS.eu,23563653437,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910906,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,MIK_014,Not applicable,MIK_014,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T23:30:00Z,1,MIK_014,SRP332951,Not applicable
SRR15613832,WGS,300,3494210700,PRJNA755322,SAMN20815110,MIGS.eu,1474159134,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910905,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_326,Not applicable,AMB_326,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T21:19:00Z,1,AMB_326,SRP332951,Not applicable
SRR15613833,WGS,300,48825442200,PRJNA755322,SAMN20814905,MIGS.eu,19560873468,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11910904,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,MIK_013,Not applicable,MIK_013,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2022-07-07T00:00:00Z,2021-08-25T23:44:00Z,1,MIK_013,SRP332951,Not applicable
