Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,create_date,version,BREED,Cultivar,dev_stage,Ecotype,strain
SRR6710793,not collected,WGS,300,17462379300,PRJNA433868,SAMN08519790,Model organism or animal,7715269645,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3684255,HiSeq X Ten,31573,31573,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,31573,not collected,SRP132725,missing,2018-02-12T17:26:00Z,1,,,,,
SRR6710794,not collected,WGS,300,20647578600,PRJNA433868,SAMN08519789,Model organism or animal,9311742141,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3684254,HiSeq X Ten,31556,31556,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,31556,not collected,SRP132725,missing,2018-02-12T17:59:00Z,1,,,,,
SRR6710795,not collected,WGS,300,17554746300,PRJNA433868,SAMN08519788,Model organism or animal,8013227155,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX3684253,HiSeq X Ten,31552,31552,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,31552,not collected,SRP132725,missing,,,,,,,
SRR6710796,not collected,WGS,300,17899192200,PRJNA433868,SAMN08519662,Model organism or animal,7724638737,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3684252,HiSeq X Ten,10046,10046,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,10046,not collected,SRP132725,missing,2018-02-12T17:42:00Z,1,,,,,
SRR6710797,not collected,WGS,300,17830118100,PRJNA433868,SAMN08519663,Model organism or animal,7734006650,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3684251,HiSeq X Ten,13597,13597,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,13597,not collected,SRP132725,missing,2018-02-12T17:28:00Z,1,,,,,
SRR6710798,not collected,WGS,300,18377705100,PRJNA433868,SAMN08519708,Model organism or animal,8234480262,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3684250,HiSeq X Ten,28396,28396,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,28396,not collected,SRP132725,missing,2018-02-12T17:29:00Z,1,,,,,
SRR6710799,not collected,WGS,300,16761047100,PRJNA433868,SAMN08519658,Model organism or animal,7552345137,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3684249,HiSeq X Ten,28375,28375,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,28375,not collected,SRP132725,missing,2018-02-12T17:23:00Z,1,,,,,
SRR6710800,not collected,WGS,300,17783518200,PRJNA433868,SAMN08519659,Model organism or animal,7635842784,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3684248,HiSeq X Ten,10482,10482,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,10482,not collected,SRP132725,missing,2018-02-12T17:37:00Z,1,,,,,
SRR6710801,not collected,WGS,300,17639170500,PRJNA433868,SAMN08519660,Model organism or animal,7642907144,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3684247,HiSeq X Ten,14290,14290,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14290,not collected,SRP132725,missing,2018-02-12T17:50:00Z,1,,,,,
SRR6710802,not collected,WGS,300,15771214800,PRJNA433868,SAMN08519661,Model organism or animal,6387806857,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3684246,HiSeq X Ten,14342,14342,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14342,not collected,SRP132725,missing,2018-02-12T17:34:00Z,1,,,,,
SRR6710803,not collected,WGS,300,15890722800,PRJNA433868,SAMN08519654,Model organism or animal,6317503246,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3684245,HiSeq X Ten,12481,12481,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,12481,not collected,SRP132725,missing,2018-02-12T17:21:00Z,1,,,,,
SRR6710804,not collected,WGS,300,17098474800,PRJNA433868,SAMN08519655,Model organism or animal,7605870529,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3684244,HiSeq X Ten,15820,15820,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,15820,not collected,SRP132725,missing,2018-02-12T17:31:00Z,1,,,,,
SRR6710805,not collected,WGS,300,16160420700,PRJNA433868,SAMN08519656,Model organism or animal,6262090437,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3684243,HiSeq X Ten,18015,18015,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,18015,not collected,SRP132725,missing,2018-02-12T17:39:00Z,1,,,,,
SRR6710806,not collected,WGS,300,16747593900,PRJNA433868,SAMN08519657,Model organism or animal,7571996728,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3684242,HiSeq X Ten,27666,27666,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,27666,not collected,SRP132725,missing,2018-02-12T18:06:00Z,1,,,,,
SRR6710807,not collected,WGS,300,19372270200,PRJNA433868,SAMN08519676,Model organism or animal,8400667903,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX3684241,HiSeq X Ten,10842,10842,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,10842,not collected,SRP132725,missing,2018-02-12T18:27:00Z,1,,,,,
SRR6710808,not collected,WGS,300,15484327200,PRJNA433868,SAMN08519632,Model organism or animal,6900370821,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3684240,HiSeq X Ten,14924,14924,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14924,not collected,SRP132725,missing,2018-02-12T17:51:00Z,1,,,,,
SRR6710809,not collected,WGS,300,15380755500,PRJNA433868,SAMN08519633,Model organism or animal,6871443166,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3684239,HiSeq X Ten,15545,15545,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,15545,not collected,SRP132725,missing,2018-02-12T17:19:00Z,1,,,,,
SRR6710810,not collected,WGS,300,16383073500,PRJNA433868,SAMN08519711,Model organism or animal,7375444639,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3684238,HiSeq X Ten,30008,30008,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,30008,not collected,SRP132725,missing,2018-02-12T17:23:00Z,1,,,,,
SRR6710811,not collected,WGS,300,15174400200,PRJNA433868,SAMN08519626,Model organism or animal,6616859675,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3684237,HiSeq X Ten,12457,12457,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,12457,not collected,SRP132725,missing,2018-02-12T17:21:00Z,1,,,,,
SRR6710812,not collected,WGS,300,15107688300,PRJNA433868,SAMN08519627,Model organism or animal,6629650863,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3684236,HiSeq X Ten,14867,14867,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14867,not collected,SRP132725,missing,2018-02-12T17:17:00Z,1,,,,,
SRR6710813,not collected,WGS,300,20194034100,PRJNA433868,SAMN08519624,Model organism or animal,9316179215,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3684235,HiSeq X Ten,32773,32773,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,32773,not collected,SRP132725,missing,2018-02-12T17:27:00Z,1,,,,,
SRR6710814,not collected,WGS,300,15227369100,PRJNA433868,SAMN08519625,Model organism or animal,6472359640,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3684234,HiSeq X Ten,16748,16748,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,16748,not collected,SRP132725,missing,2018-02-12T17:24:00Z,1,,,,,
SRR6710815,not collected,WGS,300,15343014600,PRJNA433868,SAMN08519630,Model organism or animal,6821073136,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX3684233,HiSeq X Ten,33163,33163,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,33163,not collected,SRP132725,missing,2018-02-12T17:43:00Z,1,,,,,
SRR6710816,not collected,WGS,300,15466795800,PRJNA433868,SAMN08519631,Model organism or animal,6825908518,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3684232,HiSeq X Ten,14847,14847,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14847,not collected,SRP132725,missing,2018-02-12T17:50:00Z,1,,,,,
SRR6710817,not collected,WGS,300,14919340200,PRJNA433868,SAMN08519628,Model organism or animal,6708410447,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3684231,HiSeq X Ten,16101,16101,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,16101,not collected,SRP132725,missing,2018-02-12T17:20:00Z,1,,,,,
SRR6710818,not collected,WGS,300,15439962300,PRJNA433868,SAMN08519629,Model organism or animal,6793151089,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3684230,HiSeq X Ten,17817,17817,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,17817,not collected,SRP132725,missing,2018-02-12T17:20:00Z,1,,,,,
SRR6710819,not collected,WGS,300,17532802800,PRJNA433868,SAMN08519780,Model organism or animal,7662441624,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3684229,HiSeq X Ten,31110,31110,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,31110,not collected,SRP132725,missing,2018-02-12T17:36:00Z,1,,,,,
SRR6710820,not collected,WGS,300,17170277400,PRJNA433868,SAMN08519781,Model organism or animal,7396375709,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX3684228,HiSeq X Ten,31152,31152,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,31152,not collected,SRP132725,missing,2018-02-12T17:25:00Z,1,,,,,
SRR6710821,not collected,WGS,300,17194510800,PRJNA433868,SAMN08519778,Model organism or animal,7566664655,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3684227,HiSeq X Ten,31064,31064,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,31064,not collected,SRP132725,missing,2018-02-12T17:28:00Z,1,,,,,
SRR6710822,not collected,WGS,300,17599861800,PRJNA433868,SAMN08519779,Model organism or animal,7783346711,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX3684226,HiSeq X Ten,31072,31072,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,31072,not collected,SRP132725,missing,2018-02-12T17:49:00Z,1,,,,,
SRR6710823,not collected,WGS,300,17382839100,PRJNA433868,SAMN08519776,Model organism or animal,7498089288,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3684225,HiSeq X Ten,30805,30805,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,30805,not collected,SRP132725,missing,2018-02-12T17:38:00Z,1,,,,,
SRR6710824,not collected,WGS,300,17664108000,PRJNA433868,SAMN08519777,Model organism or animal,8023522315,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX3684224,HiSeq X Ten,30878,30878,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,30878,not collected,SRP132725,missing,2018-02-12T18:25:00Z,1,,,,,
SRR6710825,not collected,WGS,300,16836372600,PRJNA433868,SAMN08519774,Model organism or animal,7643483103,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3684223,HiSeq X Ten,30424,30424,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,30424,not collected,SRP132725,missing,2018-02-12T17:33:00Z,1,,,,,
SRR6710826,not collected,WGS,300,17938270800,PRJNA433868,SAMN08519775,Model organism or animal,7928511385,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3684222,HiSeq X Ten,30772,30772,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,30772,not collected,SRP132725,missing,2018-02-12T17:55:00Z,1,,,,,
SRR6710827,not collected,WGS,300,16288648200,PRJNA433868,SAMN08519713,Model organism or animal,7393838398,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3684221,HiSeq X Ten,30673,30673,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,30673,not collected,SRP132725,missing,2018-02-12T17:21:00Z,1,,,,,
SRR6710828,not collected,WGS,300,15844490700,PRJNA433868,SAMN08519712,Model organism or animal,7307861382,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3684220,HiSeq X Ten,30373,30373,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,30373,not collected,SRP132725,missing,2018-02-12T17:28:00Z,1,,,,,
SRR6710829,not collected,WGS,300,18219877800,PRJNA433868,SAMN08519782,Model organism or animal,8057320534,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3684219,HiSeq X Ten,31363,31363,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,31363,not collected,SRP132725,missing,2018-02-12T17:29:00Z,1,,,,,
SRR6710830,not collected,WGS,300,17699940600,PRJNA433868,SAMN08519783,Model organism or animal,7927644330,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3684218,HiSeq X Ten,31392,31392,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,31392,not collected,SRP132725,missing,2018-02-12T17:30:00Z,1,,,,,
SRR6710831,not collected,WGS,300,15545181600,PRJNA433868,SAMN08519710,Model organism or animal,6794380113,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3684217,HiSeq X Ten,28806,28806,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,28806,not collected,SRP132725,missing,2018-02-12T17:47:00Z,1,,,,,
SRR6710832,not collected,WGS,300,19044859200,PRJNA433868,SAMN08519694,Model organism or animal,8452066644,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3684216,HiSeq X Ten,16329,16329,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,16329,not collected,SRP132725,missing,2018-02-12T17:54:00Z,1,,,,,
SRR6710833,not collected,WGS,300,15908439300,PRJNA433868,SAMN08519696,Model organism or animal,7309830263,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3684215,HiSeq X Ten,16507,16507,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,16507,not collected,SRP132725,missing,2018-02-12T17:32:00Z,1,,,,,
SRR6710834,not collected,WGS,300,14040742200,PRJNA433868,SAMN08519650,Model organism or animal,6299696576,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3684214,HiSeq X Ten,30927,30927,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,30927,not collected,SRP132725,missing,2018-02-12T18:02:00Z,1,,,,,
SRR6710835,not collected,WGS,300,19120739400,PRJNA433868,SAMN08519693,Model organism or animal,8472084607,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3684213,HiSeq X Ten,15938,15938,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,15938,not collected,SRP132725,missing,2018-02-12T18:02:00Z,1,,,,,
SRR6710836,not collected,WGS,300,19944082200,PRJNA433868,SAMN08519692,Model organism or animal,8747788826,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3684212,HiSeq X Ten,15889,15889,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,15889,not collected,SRP132725,missing,2018-02-12T17:36:00Z,1,,,,,
SRR6710837,not collected,WGS,300,18179373900,PRJNA433868,SAMN08519691,Model organism or animal,7291416028,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3684211,HiSeq X Ten,15560,15560,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,15560,not collected,SRP132725,missing,2018-02-12T17:27:00Z,1,,,,,
SRR6710838,not collected,WGS,300,18132801300,PRJNA433868,SAMN08519690,Model organism or animal,8160453117,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3684210,HiSeq X Ten,15279,15279,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,15279,not collected,SRP132725,missing,2018-02-12T17:30:00Z,1,,,,,
SRR6710839,not collected,WGS,300,18187623600,PRJNA433868,SAMN08519689,Model organism or animal,8176733163,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3684209,HiSeq X Ten,14948,14948,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14948,not collected,SRP132725,missing,2018-02-12T17:32:00Z,1,,,,,
SRR6710840,not collected,WGS,300,19476212700,PRJNA433868,SAMN08519688,Model organism or animal,8637097946,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3684208,HiSeq X Ten,14944,14944,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14944,not collected,SRP132725,missing,2018-02-12T17:36:00Z,1,,,,,
SRR6710841,not collected,WGS,300,19207253100,PRJNA433868,SAMN08519687,Model organism or animal,8496449110,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3684207,HiSeq X Ten,14909,14909,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14909,not collected,SRP132725,missing,2018-02-12T17:34:00Z,1,,,,,
SRR6710842,not collected,WGS,300,18822318900,PRJNA433868,SAMN08519686,Model organism or animal,8363073156,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3684206,HiSeq X Ten,14642,14642,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14642,not collected,SRP132725,missing,2018-02-12T17:32:00Z,1,,,,,
SRR6710843,not collected,WGS,300,16834848000,PRJNA433868,SAMN08519685,Model organism or animal,6679680329,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX3684205,HiSeq X Ten,14526,14526,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14526,not collected,SRP132725,missing,2018-02-12T17:22:00Z,1,,,,,
SRR6710844,not collected,WGS,300,19663868400,PRJNA433868,SAMN08519684,Model organism or animal,8668234719,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3684204,HiSeq X Ten,14181,14181,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,14181,not collected,SRP132725,missing,2018-02-12T17:36:00Z,1,,,,,
SRR6710845,not collected,WGS,300,20626704600,PRJNA433868,SAMN08519848,Model organism or animal,8984207090,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3684203,HiSeq X Ten,28742,28742,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,28742,not collected,SRP132725,missing,2018-02-12T17:39:00Z,1,,,,,
SRR6710846,not collected,WGS,300,19639324500,PRJNA433868,SAMN08519769,Model organism or animal,8753900039,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3684202,HiSeq X Ten,26101,26101,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,26101,not collected,SRP132725,missing,2018-02-12T17:31:00Z,1,,,,,
SRR6710847,not collected,WGS,300,20623224600,PRJNA433868,SAMN08519768,Model organism or animal,9119476703,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3684201,HiSeq X Ten,18141,18141,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,18141,not collected,SRP132725,missing,2018-02-12T17:37:00Z,1,,,,,
SRR6710848,not collected,WGS,300,18346338300,PRJNA433868,SAMN08519771,Model organism or animal,8112618154,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX3684200,HiSeq X Ten,28830,28830,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,28830,not collected,SRP132725,missing,2018-02-12T17:25:00Z,1,,,,,
SRR6710849,not collected,WGS,300,19731919500,PRJNA433868,SAMN08519770,Model organism or animal,8859359023,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3684199,HiSeq X Ten,26324,26324,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,26324,not collected,SRP132725,missing,2018-02-12T17:35:00Z,1,,,,,
SRR6710850,not collected,WGS,300,18747159000,PRJNA433868,SAMN08519765,Model organism or animal,7491163615,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3684198,HiSeq X Ten,17340,17340,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,17340,not collected,SRP132725,missing,2018-02-12T17:33:00Z,1,,,,,
SRR6710851,not collected,WGS,300,19537327500,PRJNA433868,SAMN08519764,Model organism or animal,8881139192,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3684197,HiSeq X Ten,17233,17233,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-02-12T00:00:00Z,17233,not collected,SRP132725,missing,2018-02-12T17:54:00Z,1,,,,,
