Run,Assay Type,BioProject,BioSample,Center Name,Consent,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Scientific_Name,SRA Study,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,Submitter_Id,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,AvgSpotLen,Bases,Bytes,common_name,lat_lon,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),Specimen_voucher,isolate,sub_species,organism,type-material,AssemblyName
ERR10942917,WGS,PRJEB59576,SAMEA112482967,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382226,Illumina NovaSeq 6000,3485AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482967,Papio cynocephalus,ERP144627,SAMEA112482967,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0214,PD_0214,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-09-23T20:52:00Z,2,302,7410346442,2439976533,Yellow baboon,,,,,,,,,,
ERR10942918,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382227,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2023-09-22T17:49:00Z,1,302,1634132872,623412511,Yellow baboon,,,,,,,,,,
ERR10942919,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382228,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-09-22T17:49:00Z,1,302,1634552350,626408012,Yellow baboon,,,,,,,,,,
ERR10942920,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382229,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-09-22T17:58:00Z,1,302,18678125294,6165235079,Yellow baboon,,,,,,,,,,
ERR10942921,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382230,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2023-09-22T20:57:00Z,1,302,18505127614,6054595189,Yellow baboon,,,,,,,,,,
ERR10942922,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382231,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2023-09-22T18:17:00Z,1,302,18837701188,6221420579,Yellow baboon,,,,,,,,,,
ERR10942923,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382232,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-09-22T18:09:00Z,1,302,18513555226,6085865067,Yellow baboon,,,,,,,,,,
ERR10942924,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382233,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-09-22T17:59:00Z,1,302,9865549968,3263955189,Yellow baboon,,,,,,,,,,
ERR10942925,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382234,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2023-09-22T17:53:00Z,1,302,9762811984,3226870881,Yellow baboon,,,,,,,,,,
ERR10942926,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382235,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2023-09-22T17:55:00Z,1,302,10023883736,3314644561,Yellow baboon,,,,,,,,,,
ERR10942927,WGS,PRJEB59576,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382236,Illumina NovaSeq 6000,3486AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482968,Papio cynocephalus,ERP144627,SAMEA112482968,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0215,PD_0215,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2023-09-22T17:54:00Z,1,302,9761093000,3235414335,Yellow baboon,,,,,,,,,,
ERR10942928,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382237,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2023-09-22T17:50:00Z,1,302,2310016422,870168755,Yellow baboon,,,,,,,,,,
ERR10942929,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382238,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2023-09-22T17:50:00Z,1,302,2316341812,876376499,Yellow baboon,,,,,,,,,,
ERR10942930,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382239,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2023-09-22T17:57:00Z,1,302,11229528136,3668416687,Yellow baboon,,,,,,,,,,
ERR10942931,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382240,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2023-09-22T18:04:00Z,1,302,11322537190,3668139749,Yellow baboon,,,,,,,,,,
ERR10942932,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382241,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2023-09-22T17:59:00Z,1,302,11152189258,3643426894,Yellow baboon,,,,,,,,,,
ERR10942933,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382242,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2023-09-22T17:56:00Z,1,302,11260365960,3664573820,Yellow baboon,,,,,,,,,,
ERR10942934,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382243,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-09-22T18:07:00Z,1,302,14336876502,4760946183,Yellow baboon,,,,,,,,,,
ERR10942935,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382244,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-09-22T18:00:00Z,1,302,14400952748,4756066981,Yellow baboon,,,,,,,,,,
ERR10942936,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382245,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2023-09-22T18:02:00Z,1,302,14363547028,4765350707,Yellow baboon,,,,,,,,,,
ERR10942937,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382246,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2023-09-22T18:03:00Z,1,302,14402081624,4788499489,Yellow baboon,,,,,,,,,,
ERR10942938,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382247,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2023-09-22T17:52:00Z,1,302,6069548586,1990935356,Yellow baboon,,,,,,,,,,
ERR10942939,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382248,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2023-09-23T20:30:00Z,2,302,6061832788,1987097859,Yellow baboon,,,,,,,,,,
ERR10942940,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382249,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-09-22T18:45:00Z,2,302,6056716002,1985440048,Yellow baboon,,,,,,,,,,
ERR10942941,WGS,PRJEB59576,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382250,Illumina NovaSeq 6000,3152AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482969,Papio cynocephalus,ERP144627,SAMEA112482969,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0216,PD_0216,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2023-09-22T17:53:00Z,1,302,6066213298,1993249175,Yellow baboon,,,,,,,,,,
ERR10942942,WGS,PRJEB59576,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382251,Illumina NovaSeq 6000,3501AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482970,Papio cynocephalus,ERP144627,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0217,PD_0217,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2023-09-22T17:55:00Z,1,302,2844204290,1078982751,Yellow baboon,,,,,,,,,,
ERR10942943,WGS,PRJEB59576,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382252,Illumina NovaSeq 6000,3501AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482970,Papio cynocephalus,ERP144627,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0217,PD_0217,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2023-09-22T17:51:00Z,1,302,2856557902,1088277508,Yellow baboon,,,,,,,,,,
ERR10942944,WGS,PRJEB59576,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382253,Illumina NovaSeq 6000,3501AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482970,Papio cynocephalus,ERP144627,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0217,PD_0217,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2023-09-22T17:59:00Z,1,302,13796842216,4539711080,Yellow baboon,,,,,,,,,,
ERR10942945,WGS,PRJEB59576,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382254,Illumina NovaSeq 6000,3501AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482970,Papio cynocephalus,ERP144627,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0217,PD_0217,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2023-09-22T18:05:00Z,1,302,13847146658,4517662832,Yellow baboon,,,,,,,,,,
ERR10942946,WGS,PRJEB59576,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382255,Illumina NovaSeq 6000,3501AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482970,Papio cynocephalus,ERP144627,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0217,PD_0217,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-09-22T18:02:00Z,1,302,13714018716,4514527320,Yellow baboon,,,,,,,,,,
ERR10942947,WGS,PRJEB59576,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382256,Illumina NovaSeq 6000,3501AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482970,Papio cynocephalus,ERP144627,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0217,PD_0217,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2023-09-22T17:56:00Z,1,302,13759029400,4509627177,Yellow baboon,,,,,,,,,,
ERR10942948,WGS,PRJEB59576,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382257,Illumina NovaSeq 6000,3501AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482970,Papio cynocephalus,ERP144627,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0217,PD_0217,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-09-22T17:58:00Z,1,302,8199412042,2745386070,Yellow baboon,,,,,,,,,,
ERR10942949,WGS,PRJEB59576,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382258,Illumina NovaSeq 6000,3501AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482970,Papio cynocephalus,ERP144627,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0217,PD_0217,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-09-22T17:56:00Z,1,302,8230067156,2742670480,Yellow baboon,,,,,,,,,,
ERR10942950,WGS,PRJEB59576,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10382259,Illumina NovaSeq 6000,3501AC,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA112482970,Papio cynocephalus,ERP144627,SAMEA112482970,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:20:08Z,2023-06-01T00:20:08Z,public,PD_0217,PD_0217,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2023-09-22T18:04:00Z,1,302,8210261694,2747599432,Yellow baboon,,,,,,,,,,
